interaction_id,user_id,problem_id,session_id,timestamp,time_of_day,day_of_week,days_since_last_session,grade_level,study_hours_per_week,previous_math_score,tutoring_received,learning_style,device_type,topic,difficulty_level,problem_length_words,equation_count,attempt_number,hint_used,response_time_seconds,user_accuracy,confidence_rating,solver_success,user_feedback_rating
INT_0852,USR_061,PROB_194,SES_0759,2024-10-01 23:04:49,night,Tuesday,42,7,9,35,no,visual,tablet,Calculus,3,263,2,1,yes,455,0,2,1,4
INT_0853,USR_080,PROB_048,SES_0942,2024-09-20 20:24:16,evening,Friday,49,9,14,61,no,reading/writing,desktop,Number Theory,3,190,2,5,yes,282,0,4,0,1
INT_0854,USR_041,PROB_169,SES_0051,2024-08-15 03:39:08,night,Thursday,63,11,7,37,no,reading/writing,tablet,Arithmetic,3,228,4,4,yes,508,0,2,1,2
INT_0855,USR_077,PROB_138,SES_0771,2024-10-11 12:13:26,afternoon,Friday,-10,7,11,46,yes,kinesthetic,tablet,Ratios,2,203,1,2,yes,185,1,4,1,4
INT_0856,USR_075,PROB_065,SES_0184,2024-08-07 09:58:24,morning,Wednesday,6,11,9,85,no,reading/writing,mobile,Ratios,4,252,2,1,no,372,1,3,1,4
INT_0857,USR_069,PROB_008,SES_0585,2024-09-27 09:49:20,morning,Friday,-34,7,13,33,no,auditory,tablet,Mensuration,1,254,2,2,yes,297,1,5,1,3
INT_0858,USR_081,PROB_086,SES_0619,2024-10-17 11:14:59,morning,Thursday,-77,6,15,84,yes,auditory,mobile,Probability,2,88,1,5,no,198,1,5,1,4
INT_0859,USR_098,PROB_081,SES_0628,2024-08-09 12:01:06,afternoon,Friday,-70,7,9,42,yes,kinesthetic,desktop,Statistics,3,213,2,1,no,334,1,1,1,4
INT_0860,USR_092,PROB_127,SES_0573,2024-08-17 06:55:05,morning,Saturday,-46,10,14,75,no,visual,tablet,Calculus,3,84,4,2,yes,219,0,4,0,4
INT_0861,USR_007,PROB_053,SES_0542,2024-09-02 07:47:48,morning,Monday,32,8,8,85,yes,reading/writing,desktop,Algebra,3,168,2,5,no,271,0,2,1,2
INT_0862,USR_072,PROB_178,SES_0770,2024-08-30 16:20:56,afternoon,Friday,-26,8,9,36,yes,reading/writing,tablet,Mensuration,3,217,2,3,yes,377,0,1,1,5
INT_0863,USR_020,PROB_183,SES_0459,2024-09-06 17:39:48,evening,Friday,35,11,14,40,no,reading/writing,mobile,Arithmetic,1,220,1,3,no,291,1,1,1,4
INT_0864,USR_022,PROB_019,SES_0920,2024-09-30 11:45:00,morning,Monday,77,10,5,38,no,reading/writing,mobile,Algebra,2,115,2,3,yes,270,1,5,1,4
INT_0865,USR_019,PROB_069,SES_0640,2024-08-30 10:54:14,morning,Friday,-12,6,5,43,no,reading/writing,tablet,Calculus,3,179,1,4,no,464,0,1,0,5
INT_0866,USR_034,PROB_068,SES_0438,2024-08-07 17:13:52,evening,Wednesday,46,8,6,90,no,auditory,tablet,Statistics,2,77,1,3,no,177,1,4,1,3
INT_0867,USR_059,PROB_129,SES_0525,2024-10-24 08:55:34,morning,Thursday,8,12,14,84,no,auditory,desktop,Number Theory,2,65,2,5,no,174,1,5,0,3
INT_0868,USR_033,PROB_097,SES_0239,2024-08-05 02:55:46,night,Monday,63,10,11,62,yes,auditory,mobile,Statistics,3,216,1,2,no,163,0,3,0,2
INT_0869,USR_071,PROB_128,SES_0031,2024-09-20 05:56:36,morning,Friday,-37,7,13,95,no,auditory,mobile,Probability,1,81,1,1,yes,102,0,1,0,2
INT_0870,USR_049,PROB_030,SES_0047,2024-08-04 16:53:40,afternoon,Sunday,62,11,13,91,no,visual,mobile,Statistics,4,71,3,1,yes,447,0,1,1,2
INT_0871,USR_041,PROB_167,SES_0250,2024-10-22 02:37:32,night,Tuesday,-78,12,12,65,no,auditory,mobile,Ratios,2,129,2,5,yes,213,1,2,0,5
INT_0872,USR_059,PROB_193,SES_0414,2024-08-24 00:23:52,night,Saturday,-19,8,14,78,no,visual,tablet,Algebra,3,281,3,2,no,472,1,4,0,
INT_0873,USR_083,PROB_101,SES_0939,2024-09-17 09:55:05,morning,Tuesday,-67,11,8,66,yes,reading/writing,desktop,Ratios,1,75,2,4,no,158,1,4,0,2
INT_0874,USR_072,PROB_195,SES_0200,2024-09-25 13:35:12,afternoon,Wednesday,-15,10,7,78,no,reading/writing,mobile,Trigonometry,4,205,2,1,yes,416,0,3,1,3
INT_0875,USR_088,PROB_170,SES_0657,2024-10-02 19:04:23,evening,Wednesday,-83,8,14,84,yes,reading/writing,mobile,Number Theory,3,166,3,1,no,380,0,4,0,3
INT_0876,USR_046,PROB_117,SES_0870,2024-10-20 16:36:35,afternoon,Sunday,-43,9,5,68,no,visual,desktop,Ratios,1,289,1,1,no,306,1,3,1,4
INT_0877,USR_091,PROB_024,SES_0688,2024-08-18 15:18:24,afternoon,Sunday,64,7,6,42,no,auditory,tablet,Geometry,2,205,3,2,yes,118,0,1,1,3
INT_0878,USR_010,PROB_116,SES_0055,2024-10-30 08:46:46,morning,Wednesday,3,8,7,43,no,kinesthetic,desktop,Mensuration,3,145,2,4,yes,398,1,2,1,5
INT_0879,USR_047,PROB_128,SES_0851,2024-08-01 22:36:01,night,Thursday,-78,6,15,81,yes,kinesthetic,tablet,Mensuration,2,293,1,1,no,394,1,5,1,5
INT_0880,USR_079,PROB_084,SES_0909,2024-09-05 00:03:05,night,Thursday,34,10,15,53,yes,kinesthetic,desktop,Calculus,4,111,1,5,yes,439,1,4,1,1
INT_0881,USR_009,PROB_016,SES_0806,2024-09-14 17:41:44,evening,Saturday,-75,6,6,77,no,auditory,tablet,Geometry,4,258,3,1,no,475,1,1,1,5
INT_0882,USR_057,PROB_014,SES_0841,2024-10-12 04:12:02,night,Saturday,-82,9,6,85,no,visual,mobile,Calculus,3,115,4,4,no,138,1,4,1,5
INT_0883,USR_030,PROB_166,SES_0145,2024-10-12 16:29:26,afternoon,Saturday,61,10,14,57,no,reading/writing,tablet,Probability,2,202,1,5,no,194,1,5,1,4
INT_0884,USR_019,PROB_122,SES_0208,2024-09-09 17:05:13,evening,Monday,-72,6,9,72,yes,kinesthetic,desktop,Number Theory,5,153,1,1,no,366,0,5,1,3
INT_0885,USR_068,PROB_196,SES_0903,2024-08-31 10:55:58,morning,Saturday,-52,9,13,37,no,kinesthetic,desktop,Trigonometry,3,59,3,2,no,279,0,3,0,2
INT_0886,USR_025,PROB_141,SES_0311,2024-08-23 10:51:14,morning,Friday,7,12,15,68,no,auditory,desktop,Algebra,3,134,2,2,no,417,0,1,1,3
INT_0887,USR_047,PROB_102,SES_0164,2024-08-27 18:11:46,evening,Tuesday,-88,10,5,72,no,kinesthetic,mobile,Algebra,2,176,2,1,yes,262,1,2,1,5
INT_0888,USR_060,PROB_200,SES_0520,2024-09-19 03:38:43,night,Thursday,-86,7,10,67,no,reading/writing,desktop,Trigonometry,2,63,3,1,no,115,1,4,1,5
INT_0889,USR_035,PROB_179,SES_0964,2024-08-11 21:11:00,night,Sunday,-69,11,7,53,no,kinesthetic,desktop,Ratios,2,273,4,1,no,293,1,4,0,1
INT_0890,USR_093,PROB_047,SES_0929,2024-09-14 20:43:43,evening,Saturday,60,8,12,73,yes,kinesthetic,mobile,Calculus,2,75,3,3,no,156,1,4,1,5
INT_0891,USR_047,PROB_165,SES_0029,2024-08-30 21:48:53,night,Friday,-74,6,5,80,yes,auditory,tablet,Algebra,1,102,3,2,yes,156,1,5,1,4
INT_0892,USR_090,PROB_195,SES_0292,2024-08-09 02:34:19,night,Friday,70,10,6,58,no,kinesthetic,desktop,Number Theory,1,278,1,2,yes,305,1,5,1,2
INT_0893,USR_050,PROB_019,SES_0035,2024-08-08 13:31:36,afternoon,Thursday,57,6,15,32,no,reading/writing,desktop,Algebra,3,68,2,3,no,137,0,3,0,1
INT_0894,USR_088,PROB_033,SES_0734,2024-08-28 21:12:36,night,Wednesday,-17,8,14,77,no,visual,mobile,Trigonometry,2,175,2,3,no,191,0,1,0,1
INT_0895,USR_064,PROB_055,SES_0389,2024-09-10 08:08:57,morning,Tuesday,10,7,9,43,no,kinesthetic,mobile,Number Theory,3,65,2,3,no,340,1,3,1,3
INT_0896,USR_002,PROB_189,SES_0807,2024-08-05 18:02:41,evening,Monday,17,12,15,35,no,visual,desktop,Statistics,1,192,4,2,yes,213,0,4,0,1
INT_0897,USR_018,PROB_158,SES_0950,2024-08-01 09:57:43,morning,Thursday,-5,9,10,87,yes,auditory,mobile,Probability,2,201,3,3,yes,312,1,3,1,5
INT_0898,USR_023,PROB_003,SES_0906,2024-10-28 04:29:23,night,Monday,0,10,7,39,yes,reading/writing,mobile,Number Theory,3,82,1,2,yes,194,1,3,1,3
INT_0899,USR_056,PROB_180,SES_0981,2024-08-22 03:41:50,night,Thursday,65,11,15,51,yes,visual,desktop,Number Theory,2,282,2,1,yes,229,0,1,0,2
INT_0900,USR_043,PROB_141,SES_0564,2024-08-11 23:37:56,night,Sunday,-10,10,12,90,yes,visual,tablet,Statistics,4,182,1,1,no,353,0,1,1,3
INT_0901,USR_028,PROB_018,SES_0561,2024-09-18 19:09:32,evening,Wednesday,58,9,7,95,yes,kinesthetic,mobile,Geometry,5,181,1,3,no,393,0,1,0,1
INT_0902,USR_030,PROB_035,SES_0679,2024-08-20 01:16:05,night,Tuesday,-19,8,12,65,no,auditory,desktop,Statistics,2,241,1,2,no,153,1,4,1,
INT_0903,USR_017,PROB_189,SES_0643,2024-08-02 04:02:40,night,Friday,-37,6,9,49,yes,auditory,mobile,Calculus,1,177,2,5,no,104,0,2,0,3
INT_0904,USR_065,PROB_024,SES_0428,2024-09-12 01:26:16,night,Thursday,11,7,5,37,yes,auditory,tablet,Calculus,3,167,2,4,yes,338,1,2,0,
INT_0905,USR_021,PROB_154,SES_0092,2024-09-23 21:56:52,night,Monday,85,11,6,90,yes,visual,mobile,Number Theory,1,241,4,1,no,292,0,1,1,2
INT_0906,USR_080,PROB_100,SES_0402,2024-08-21 04:36:05,night,Wednesday,-39,6,11,92,yes,visual,tablet,Trigonometry,2,192,3,5,no,267,1,4,1,2
INT_0907,USR_030,PROB_180,SES_0404,2024-08-20 02:36:32,night,Tuesday,10,8,10,37,yes,kinesthetic,tablet,Mensuration,4,217,1,5,yes,467,0,2,1,3
INT_0908,USR_045,PROB_003,SES_0310,2024-10-22 19:24:10,evening,Tuesday,26,7,7,51,no,reading/writing,mobile,Geometry,2,125,4,1,no,163,1,5,1,5
INT_0909,USR_042,PROB_069,SES_0690,2024-08-20 03:43:32,night,Tuesday,41,11,5,93,no,visual,desktop,Number Theory,1,288,2,3,no,199,1,5,1,4
INT_0910,USR_029,PROB_052,SES_0574,2024-09-13 07:56:08,morning,Friday,-18,9,7,76,no,kinesthetic,desktop,Arithmetic,2,107,1,5,no,150,0,3,0,2
INT_0911,USR_086,PROB_136,SES_0512,2024-09-21 00:23:46,night,Saturday,-22,8,12,79,no,kinesthetic,tablet,Ratios,2,253,2,2,no,293,1,3,1,5
INT_0912,USR_026,PROB_093,SES_0991,2024-08-31 13:23:36,afternoon,Saturday,30,12,9,80,no,reading/writing,mobile,Trigonometry,2,103,4,1,yes,170,1,1,1,
INT_0913,USR_043,PROB_159,SES_0940,2024-09-09 16:05:52,afternoon,Monday,-3,7,11,48,yes,kinesthetic,desktop,Trigonometry,3,151,2,2,yes,323,1,1,1,4
INT_0914,USR_100,PROB_184,SES_0603,2024-08-16 08:11:24,morning,Friday,-59,12,9,36,no,kinesthetic,desktop,Statistics,1,199,1,3,yes,298,1,2,1,4
INT_0915,USR_008,PROB_116,SES_0581,2024-09-22 07:42:49,morning,Sunday,27,7,6,32,yes,visual,tablet,Statistics,2,260,2,1,no,291,0,3,1,3
INT_0916,USR_041,PROB_041,SES_0215,2024-09-16 21:17:47,night,Monday,-45,9,13,88,yes,reading/writing,mobile,Geometry,3,177,1,5,no,319,1,4,1,4
INT_0917,USR_095,PROB_038,SES_0228,2024-09-26 14:28:08,afternoon,Thursday,57,9,11,71,no,auditory,tablet,Algebra,4,78,1,1,no,324,1,4,1,4
INT_0918,USR_069,PROB_017,SES_0026,2024-09-17 10:41:33,morning,Tuesday,78,6,5,33,no,reading/writing,desktop,Probability,2,236,1,1,yes,308,1,5,0,
INT_0919,USR_039,PROB_059,SES_0991,2024-10-13 22:50:07,night,Sunday,-35,12,11,41,no,auditory,mobile,Arithmetic,1,81,1,3,yes,155,0,3,0,2
INT_0920,USR_024,PROB_148,SES_0744,2024-10-20 15:50:15,afternoon,Sunday,-2,7,10,75,no,auditory,mobile,Probability,2,93,1,3,no,193,0,3,1,2
INT_0921,USR_037,PROB_094,SES_0874,2024-09-30 22:44:53,night,Monday,-34,12,10,58,yes,reading/writing,tablet,Geometry,2,179,2,1,yes,108,1,4,1,4
INT_0922,USR_064,PROB_031,SES_0783,2024-10-04 05:53:54,morning,Friday,-39,9,5,42,yes,visual,mobile,Trigonometry,2,75,2,4,no,203,1,5,1,5
INT_0923,USR_091,PROB_023,SES_0987,2024-10-03 21:50:53,night,Thursday,71,9,9,63,no,reading/writing,mobile,Ratios,3,163,3,1,yes,201,1,3,1,5
INT_0924,USR_092,PROB_131,SES_0018,2024-10-21 03:48:38,night,Monday,-16,8,7,74,no,auditory,desktop,Probability,4,95,3,2,yes,227,0,4,1,3
INT_0925,USR_007,PROB_100,SES_0249,2024-10-21 23:30:55,night,Monday,-28,6,15,44,no,kinesthetic,tablet,Calculus,4,120,1,1,no,361,0,4,1,4
INT_0926,USR_042,PROB_039,SES_0014,2024-10-24 02:14:49,night,Thursday,8,7,11,37,no,kinesthetic,desktop,Trigonometry,2,108,2,3,no,327,1,3,1,4
INT_0927,USR_033,PROB_146,SES_0075,2024-08-23 20:42:04,evening,Friday,4,6,11,64,yes,kinesthetic,tablet,Trigonometry,1,119,1,5,yes,216,1,4,1,4
INT_0928,USR_046,PROB_048,SES_0062,2024-10-01 00:51:08,night,Tuesday,-86,8,7,85,no,visual,mobile,Number Theory,4,271,3,1,no,315,0,2,1,4
INT_0929,USR_056,PROB_159,SES_0414,2024-09-29 17:36:41,evening,Sunday,26,9,5,90,yes,auditory,tablet,Calculus,4,278,2,1,no,369,1,2,1,2
INT_0930,USR_044,PROB_179,SES_0591,2024-10-07 17:39:30,evening,Monday,76,10,11,75,yes,auditory,desktop,Number Theory,3,280,4,3,yes,377,1,4,1,2
INT_0931,USR_066,PROB_173,SES_0743,2024-10-14 20:21:11,evening,Monday,-31,6,7,35,yes,visual,tablet,Algebra,2,248,2,4,yes,353,1,4,1,1
INT_0932,USR_007,PROB_001,SES_0144,2024-09-23 17:29:25,evening,Monday,-12,8,13,85,no,kinesthetic,desktop,Calculus,3,201,2,1,no,147,0,1,1,5
INT_0933,USR_033,PROB_085,SES_0034,2024-08-03 13:15:22,afternoon,Saturday,-10,11,8,90,yes,reading/writing,tablet,Number Theory,4,159,2,5,no,170,0,3,1,4
INT_0934,USR_029,PROB_083,SES_0211,2024-08-07 22:23:37,night,Wednesday,29,11,5,52,no,visual,mobile,Statistics,4,91,2,3,no,408,0,1,0,2
INT_0935,USR_072,PROB_146,SES_0782,2024-09-12 19:25:22,evening,Thursday,-18,9,15,85,yes,kinesthetic,tablet,Mensuration,1,240,1,3,no,201,1,3,0,2
INT_0936,USR_032,PROB_193,SES_0623,2024-09-01 22:54:16,night,Sunday,-20,10,12,66,yes,kinesthetic,tablet,Mensuration,1,54,2,3,no,128,1,2,0,2
INT_0937,USR_078,PROB_186,SES_0489,2024-08-28 18:42:52,evening,Wednesday,46,11,13,64,yes,auditory,mobile,Algebra,2,278,3,2,yes,368,1,5,1,4
INT_0938,USR_067,PROB_090,SES_0198,2024-09-06 20:45:50,evening,Friday,15,8,10,90,no,auditory,mobile,Algebra,4,112,1,1,no,448,1,4,0,1
INT_0939,USR_007,PROB_008,SES_0145,2024-09-15 03:08:49,night,Sunday,-61,7,12,72,no,kinesthetic,desktop,Number Theory,2,150,1,2,no,220,1,5,1,5
INT_0940,USR_074,PROB_157,SES_0224,2024-08-09 08:45:23,morning,Friday,51,8,8,63,no,reading/writing,tablet,Arithmetic,1,71,1,5,no,110,0,1,1,3
INT_0941,USR_086,PROB_190,SES_0139,2024-08-05 07:12:19,morning,Monday,27,8,7,63,no,visual,mobile,Mensuration,4,109,3,3,no,466,1,4,1,4
INT_0942,USR_004,PROB_009,SES_0566,2024-10-23 10:45:45,morning,Wednesday,-54,10,9,78,no,visual,mobile,Geometry,1,215,3,2,no,178,0,2,1,4
INT_0943,USR_008,PROB_040,SES_0234,2024-10-08 11:03:10,morning,Tuesday,-49,12,13,65,no,kinesthetic,mobile,Calculus,2,242,2,4,no,304,0,1,1,4
INT_0944,USR_002,PROB_035,SES_0017,2024-08-18 10:25:36,morning,Sunday,-63,7,8,31,yes,auditory,mobile,Mensuration,2,154,2,1,no,267,1,4,1,1
INT_0945,USR_055,PROB_037,SES_0795,2024-10-01 19:39:22,evening,Tuesday,-10,7,5,52,yes,kinesthetic,mobile,Algebra,2,70,4,1,yes,194,1,5,1,2
INT_0946,USR_035,PROB_184,SES_0940,2024-08-17 01:08:34,night,Saturday,-15,9,6,32,yes,auditory,mobile,Probability,3,124,1,2,no,272,1,4,1,4
INT_0947,USR_094,PROB_199,SES_0982,2024-08-14 15:41:40,afternoon,Wednesday,86,9,10,63,no,auditory,tablet,Algebra,2,148,2,2,no,226,1,3,1,4
INT_0948,USR_009,PROB_047,SES_0160,2024-09-10 19:02:51,evening,Tuesday,59,12,10,79,no,kinesthetic,desktop,Mensuration,2,284,2,3,no,268,1,4,1,3
INT_0949,USR_024,PROB_026,SES_0134,2024-08-11 02:03:07,night,Sunday,45,9,13,35,yes,kinesthetic,desktop,Statistics,2,156,3,3,yes,352,1,5,0,4
INT_0950,USR_063,PROB_075,SES_0711,2024-08-05 20:59:14,evening,Monday,63,7,10,43,no,kinesthetic,desktop,Ratios,3,95,2,3,no,234,0,1,0,4
INT_0951,USR_096,PROB_066,SES_0256,2024-08-29 17:29:11,evening,Thursday,-49,6,10,67,yes,visual,tablet,Probability,3,146,3,3,yes,254,1,4,1,5
INT_0952,USR_001,PROB_178,SES_0553,2024-08-26 06:18:18,morning,Monday,-13,9,5,69,no,reading/writing,desktop,Number Theory,4,198,4,1,no,398,1,1,1,5
INT_0953,USR_088,PROB_090,SES_0074,2024-10-18 10:12:50,morning,Friday,84,9,12,62,no,auditory,tablet,Trigonometry,2,212,3,1,no,301,1,4,1,4
INT_0954,USR_041,PROB_044,SES_0164,2024-09-15 18:09:01,evening,Sunday,17,6,11,74,no,auditory,desktop,Probability,1,57,3,2,no,91,0,2,0,5
INT_0955,USR_099,PROB_106,SES_0224,2024-08-06 04:37:20,night,Tuesday,-10,12,15,81,yes,auditory,tablet,Probability,1,215,2,4,no,226,1,5,0,1
INT_0956,USR_034,PROB_160,SES_0527,2024-08-04 20:42:35,evening,Sunday,-4,6,8,56,no,auditory,desktop,Statistics,5,244,3,1,no,600,1,3,1,
INT_0957,USR_083,PROB_022,SES_0182,2024-08-20 03:53:11,night,Tuesday,-71,8,9,95,no,visual,desktop,Ratios,3,187,1,2,no,349,0,2,1,3
INT_0958,USR_068,PROB_084,SES_0269,2024-10-11 17:03:24,evening,Friday,-11,8,7,30,yes,reading/writing,mobile,Number Theory,1,287,2,5,no,212,1,3,1,5
INT_0959,USR_050,PROB_164,SES_0412,2024-09-06 12:47:19,afternoon,Friday,-60,10,11,46,yes,auditory,mobile,Number Theory,2,86,3,2,yes,165,0,1,0,
INT_0960,USR_037,PROB_042,SES_0627,2024-09-02 17:13:50,evening,Monday,-62,8,12,95,no,visual,mobile,Calculus,2,270,2,1,no,253,1,4,1,4
INT_0961,USR_084,PROB_042,SES_0527,2024-10-29 06:07:47,morning,Tuesday,50,6,5,58,no,reading/writing,tablet,Algebra,1,238,3,1,yes,280,0,4,1,2
INT_0962,USR_051,PROB_049,SES_0894,2024-08-13 00:20:40,night,Tuesday,-79,8,7,64,yes,auditory,desktop,Algebra,1,289,2,3,no,272,1,4,1,5
INT_0963,USR_008,PROB_116,SES_0408,2024-10-08 22:27:10,night,Tuesday,27,12,11,61,no,auditory,desktop,Arithmetic,5,275,3,3,yes,324,1,5,0,4
INT_0964,USR_011,PROB_130,SES_0345,2024-10-21 03:56:40,night,Monday,48,12,11,52,no,visual,mobile,Trigonometry,1,191,2,3,yes,187,0,1,1,5
INT_0965,USR_092,PROB_156,SES_0157,2024-08-13 21:34:54,night,Tuesday,40,11,8,74,no,reading/writing,desktop,Number Theory,4,236,3,2,yes,600,1,5,1,5
INT_0966,USR_064,PROB_099,SES_0098,2024-10-23 01:27:48,night,Wednesday,71,11,10,51,yes,visual,desktop,Mensuration,1,113,3,3,no,191,1,4,1,3
INT_0967,USR_076,PROB_108,SES_0594,2024-10-08 20:15:34,evening,Tuesday,87,8,10,93,yes,visual,desktop,Probability,2,229,2,2,no,265,1,4,1,5
INT_0968,USR_013,PROB_036,SES_0332,2024-09-27 06:19:39,morning,Friday,39,10,14,50,yes,auditory,desktop,Mensuration,5,221,2,3,no,230,1,5,1,4
INT_0969,USR_081,PROB_122,SES_0147,2024-10-19 13:27:37,afternoon,Saturday,-13,6,12,80,no,visual,desktop,Number Theory,3,167,2,3,yes,334,0,3,1,1
INT_0970,USR_066,PROB_050,SES_0822,2024-10-17 16:54:19,afternoon,Thursday,-62,9,12,61,yes,reading/writing,desktop,Ratios,4,102,2,2,no,320,0,2,1,2
INT_0971,USR_041,PROB_003,SES_0812,2024-10-17 05:42:40,morning,Thursday,41,12,11,31,yes,auditory,mobile,Algebra,3,91,2,5,yes,225,1,4,1,
INT_0972,USR_070,PROB_046,SES_0278,2024-10-08 08:22:33,morning,Tuesday,-64,12,8,30,no,auditory,desktop,Algebra,3,134,2,3,no,248,0,3,1,4
INT_0973,USR_014,PROB_142,SES_0356,2024-09-23 07:00:09,morning,Monday,24,12,10,31,yes,auditory,mobile,Ratios,3,234,2,3,yes,290,1,5,1,5
INT_0974,USR_046,PROB_100,SES_0300,2024-08-13 17:16:49,evening,Tuesday,54,7,12,67,no,visual,desktop,Calculus,3,283,3,1,yes,348,1,4,1,
INT_0975,USR_015,PROB_162,SES_0769,2024-08-27 13:23:56,afternoon,Tuesday,86,6,5,59,yes,kinesthetic,tablet,Mensuration,4,83,2,5,yes,296,0,2,0,2
INT_0976,USR_048,PROB_043,SES_0309,2024-08-05 12:09:50,afternoon,Monday,-58,6,10,74,no,reading/writing,tablet,Probability,1,130,4,3,yes,241,1,2,0,4
INT_0977,USR_083,PROB_169,SES_0302,2024-09-26 00:16:31,night,Thursday,-12,9,11,68,no,kinesthetic,tablet,Number Theory,1,107,2,1,yes,131,1,3,1,
INT_0978,USR_011,PROB_036,SES_0295,2024-09-12 23:22:13,night,Thursday,-64,7,14,37,yes,auditory,tablet,Probability,2,218,1,1,no,379,1,5,1,3
INT_0979,USR_060,PROB_127,SES_0161,2024-09-24 08:34:41,morning,Tuesday,49,11,8,74,no,kinesthetic,desktop,Ratios,1,93,1,3,yes,303,1,2,1,3
INT_0980,USR_065,PROB_084,SES_0501,2024-09-17 19:05:28,evening,Tuesday,-73,6,10,36,no,visual,tablet,Mensuration,4,203,1,2,yes,385,0,3,1,2
INT_0981,USR_057,PROB_136,SES_0750,2024-09-07 03:53:50,night,Saturday,28,6,10,68,no,reading/writing,mobile,Mensuration,2,124,3,3,yes,241,0,2,0,2
INT_0982,USR_054,PROB_022,SES_0895,2024-08-09 22:12:15,night,Friday,74,10,14,53,no,visual,desktop,Calculus,3,179,2,1,no,357,0,3,1,1
INT_0983,USR_072,PROB_112,SES_0189,2024-09-10 21:04:20,night,Tuesday,-44,6,12,69,no,auditory,tablet,Arithmetic,3,173,3,3,yes,304,1,5,1,3
INT_0984,USR_036,PROB_098,SES_0509,2024-08-12 23:30:28,night,Monday,6,7,14,80,no,visual,tablet,Arithmetic,2,103,3,1,no,201,0,2,1,5
INT_0985,USR_007,PROB_157,SES_0602,2024-10-13 18:50:01,evening,Sunday,86,6,6,36,no,kinesthetic,tablet,Arithmetic,2,197,1,4,no,346,1,3,0,
INT_0986,USR_077,PROB_105,SES_0680,2024-10-06 09:57:18,morning,Sunday,-47,11,9,79,yes,kinesthetic,desktop,Number Theory,3,235,2,2,yes,38,1,4,1,5
INT_0987,USR_074,PROB_090,SES_0773,2024-10-06 04:33:47,night,Sunday,-62,12,14,36,yes,visual,tablet,Number Theory,3,168,3,3,no,311,1,5,1,4
INT_0988,USR_082,PROB_156,SES_0930,2024-09-27 02:29:00,night,Friday,-6,12,14,68,no,kinesthetic,tablet,Geometry,2,252,1,5,no,252,1,3,1,3
INT_0989,USR_024,PROB_186,SES_0223,2024-10-21 00:13:33,night,Monday,38,8,11,44,no,auditory,desktop,Calculus,4,263,2,1,no,502,0,4,0,3
INT_0990,USR_093,PROB_147,SES_0646,2024-08-22 03:28:29,night,Thursday,57,6,10,70,yes,reading/writing,tablet,Number Theory,2,103,1,3,yes,237,1,3,1,5
INT_0991,USR_060,PROB_192,SES_0013,2024-10-25 10:12:08,morning,Friday,82,9,5,45,yes,auditory,desktop,Geometry,1,52,1,4,yes,79,1,4,0,1
INT_0992,USR_032,PROB_186,SES_0437,2024-08-06 18:03:44,evening,Tuesday,45,8,13,42,no,visual,mobile,Mensuration,2,133,1,1,yes,285,1,4,1,5
INT_0993,USR_068,PROB_128,SES_0211,2024-09-18 12:08:58,afternoon,Wednesday,22,6,8,74,no,reading/writing,desktop,Arithmetic,4,103,2,3,yes,359,0,2,0,3
INT_0994,USR_056,PROB_024,SES_0376,2024-10-21 09:28:42,morning,Monday,-27,6,15,72,no,reading/writing,mobile,Number Theory,3,174,2,2,no,342,0,2,0,2
INT_0995,USR_085,PROB_035,SES_0859,2024-10-05 07:30:31,morning,Saturday,-44,9,5,50,no,reading/writing,desktop,Trigonometry,2,154,1,4,yes,267,1,4,1,
INT_0996,USR_091,PROB_175,SES_0423,2024-08-10 01:57:06,night,Saturday,69,11,12,71,no,auditory,tablet,Statistics,3,273,3,4,no,424,0,5,1,
INT_0997,USR_086,PROB_144,SES_0560,2024-08-01 04:31:13,night,Thursday,-88,8,7,92,no,reading/writing,mobile,Statistics,4,273,1,3,no,480,0,2,1,4
INT_0998,USR_003,PROB_148,SES_0422,2024-10-13 01:26:31,night,Sunday,12,8,15,30,no,auditory,desktop,Statistics,3,245,3,5,no,439,1,5,1,5
INT_0999,USR_031,PROB_197,SES_0337,2024-10-08 23:57:29,night,Tuesday,-56,12,12,45,no,auditory,mobile,Trigonometry,2,256,2,2,yes,211,0,2,1,4
INT_1000,USR_005,PROB_052,SES_0313,2024-08-27 18:32:48,evening,Tuesday,43,6,13,93,yes,reading/writing,tablet,Ratios,2,296,2,3,yes,239,1,4,0,1
INT_1001,USR_002,PROB_155,SES_0013,2024-10-19 03:22:12,night,Saturday,41,12,15,83,no,auditory,desktop,Probability,2,151,1,1,yes,225,0,2,1,4
INT_1002,USR_011,PROB_157,SES_0036,2024-10-23 11:28:29,morning,Wednesday,-56,6,9,65,yes,visual,desktop,Calculus,2,226,2,3,yes,247,1,3,1,5
INT_1003,USR_010,PROB_016,SES_0637,2024-10-01 22:39:19,night,Tuesday,-65,11,7,48,no,reading/writing,mobile,Number Theory,1,236,3,2,no,242,1,5,1,3
INT_1004,USR_011,PROB_127,SES_0863,2024-09-08 04:11:18,night,Sunday,-87,8,15,57,yes,visual,mobile,Statistics,3,262,2,1,yes,257,1,2,1,
INT_1005,USR_002,PROB_039,SES_0560,2024-09-21 14:44:41,afternoon,Saturday,-47,6,7,34,yes,kinesthetic,mobile,Trigonometry,3,278,3,3,yes,447,1,4,1,
